userPlantName,cleanedPlantName,sciName,genus,Family,itis_id,rank,notes,isConifer,compoundLeaves,longLeafThreshold
Florida azalea,Florida azalea,Rhododendron austrinum,Rhododendron,Ericaceae,23705,species,,0,,
Rhododendron austrinum,Rhododendron austrinum,Rhododendron austrinum,Rhododendron,Ericaceae,23705,species,,0,,
Rhododendron canescens,Rhododendron canescens,Rhododendron canescens,Rhododendron,Ericaceae,23712,species,,0,,
Catawba rhododendron,Catawba rhododendron,Rhododendron catawbiense,Rhododendron,Ericaceae,23714,species,,0,,
Piedmont azalea,Piedmont azalea,Rhododendron flammeum,Rhododendron,Ericaceae,23717,species,,0,,
Plumleaf azalea,Plumleaf azalea,Rhododendron prunifolium,Rhododendron,Ericaceae,23728,species,,0,,
Coastal azalea,Coastal azalea,Rhododendron atlanticum,Rhododendron,Ericaceae,23704,species,,0,,
Great rhododendron,Great rhododendron,Rhododendron maximum,Rhododendron,Ericaceae,23721,species,,0,,
Jetbead,Jetbead,Rhodotypos scandens,Rhodotypos,Rosaceae,25298,species,,0,,
Sumac,Sumac,Rhus,Rhus,Anacardiaceae,28772,genus,,0,1,
Rhus copallinum,Rhus copallinum,Rhus copallinum,Rhus,Anacardiaceae,504754,species,,0,1,
Rhus glabra,Rhus glabra,Rhus glabra,Rhus,Anacardiaceae,28782,species,,0,1,
Rhus typhina,Rhus typhina,Rhus typhina,Rhus,Anacardiaceae,28777,species,,0,1,
Black locust,Black locust,Robinia pseudoacacia,Robinia,Fabaceae,504804,species,,0,1,
Rose,Rose,Rosa,Rosa,Rosaceae,24807,genus,,0,,
Multiflora rose,Multiflora rose,Rosa multiflora,Rosa,Rosaceae,24833,species,,0,,
Brambles,Brambles,Rubus,Rubus,Rosaceae,24848,genus,,0,,
Wineberry,Wineberry,Rubus phoenicolasius,Rubus,Rosaceae,25017,species,,0,,
Willow,Willow,Salix,Salix,Salicaceae,22476,genus,,0,,
Weeping willow,Weeping willow,Salix babylonica,Salix,Salicaceae,837788,species,,0,,
Black willow,Black willow,Salix nigra,Salix,Salicaceae,22484,species,,0,,
Elderberry,Elderberry,Sambucus,Sambucus,Adoxaceae,35315,genus,,0,,
Red elderberry,Red elderberry,Sambucus racemosa,Sambucus,Adoxaceae,35326,species,,0,,
Sassafras,Sassafras,Sassafras,Sassafras,Lauraceae,18157,genus,,0,,
American mountain-ash,American mountain-ash,Sorbus americana,Sorbus,Rosaceae,25319,species,,0,,
American bladdernut,American bladdernut,Staphylea trifolia,Staphylea,Staphyleaceae,28646,species,,0,,
Stewartia rostrata,Stewartia rostrata,Stewartia,Stewartia,Theaceae,21389,genus,,0,,
Japanese snowbell,Japanese snowbell,Styrax japonicus,Styrax,Styracaceae,505974,species,,0,,
Symplocos tinctoria,Symplocos tinctoria,Symplocos tinctoria,Symplocos,Symplocaceae,23878,species,,0,,
Lilac,Lilac,Syringa,Syringa,Oleaceae,32994,genus,,0,,
Syringa reticulata,Syringa reticulata,Syringa reticulata,Syringa,Oleaceae,507196,species,,0,,
Bald cypress,Bald cypress,Taxodium distichum,Taxodium,Cupressaceae,18041,species,,0,,
Yew,Yew,Taxus,Taxus,Taxaceae,194882,genus,,1,,
Northern white-cedar,Northern white-cedar,Thuja occidentalis,Thuja,Cupressaceae,505490,species,,1,,
White cedar,White cedar,Thuja occidentalis,Thuja,Cupressaceae,505490,species,,1,,
American basswood,American basswood,Tilia americana,Tilia,Malvaceae,21536,species,,0,,
Basswood,Basswood,Tilia americana,Tilia,Malvaceae,21536,species,,0,,
Littleleaf linden,Littleleaf linden,Tilia cordata,Tilia,Malvaceae,505507,species,,0,,
Tilia cordata,Tilia cordata,Tilia cordata,Tilia,Malvaceae,505507,species,,0,,
Tilia x europaea,Tilia x europaea,Tilia X europaea,Tilia,Malvaceae,21538,species,,0,,
Chinese tallowtree,Chinese tallowtree,Triadica sebifera,Triadica,Euphorbiaceae,522777,species,,0,,
Eastern hemlock,Eastern hemlock,Tsuga canadensis,Tsuga,Pinaceae,183397,species,,1,,
Carolina hemlock,Carolina hemlock,Tsuga caroliniana,Tsuga,Pinaceae,183399,species,,1,,
Elm,Elm,Ulmus,Ulmus,Ulmaceae,19048,genus,,0,,
Ulmus,Ulmus,Ulmus,Ulmus,Ulmaceae,19048,genus,,0,,
Winged elm,Winged elm,Ulmus alata,Ulmus,Ulmaceae,19051,species,,0,,
American elm,American elm,Ulmus americana,Ulmus,Ulmaceae,19049,species,,0,,
Siberian elm,Siberian elm,Ulmus pumila,Ulmus,Ulmaceae,19057,species,,0,,
Slippery elm,Slippery elm,Ulmus rubra,Ulmus,Ulmaceae,19050,species,,0,,
White elm,White elm,Ulmus americana,Ulmus,Ulmaceae,19049,species,,0,,
California laurel,California laurel,Umbellularia californica,Umbellularia,Lauraceae,18208,species,,0,,
Blueberry,Blueberry,Vaccinium,Vaccinium,Ericaceae,23571,genus,,0,,
Vaccinium,Vaccinium,Vaccinium,Vaccinium,Ericaceae,23571,genus,,0,,
Highbush blueberry,Highbush blueberry,Vaccinium corymbosum,Vaccinium,Ericaceae,23573,species,,0,,
Vaccinium caesariense,Vaccinium caesariense,Vaccinium corymbosum,Vaccinium,Ericaceae,23573,species,,0,,
Vaccinium corymbosum,Vaccinium corymbosum,Vaccinium corymbosum,Vaccinium,Ericaceae,23573,species,,0,,
Vaccinum corymbosum,Vaccinum corymbosum,Vaccinium corymbosum,Vaccinium,Ericaceae,23573,species,,0,,
Vaccineum stamineum,Vaccineum stamineum,Vaccinium stamineum,Vaccinium,NA,233615,species,,0,,
Tungoil tree,Tungoil tree,Vernicia fordii,Vernicia,Euphorbiaceae,505662,species,,0,,
Viburnum,Viburnum,Viburnum,Viburnum,Adoxaceae,35249,genus,,0,,
Mapleleaf viburnum,Mapleleaf viburnum,Viburnum acerifolium,Viburnum,Adoxaceae,35255,species,,0,,
Vibirnum dentatum,Vibirnum dentatum,Viburnum dentatum,Viburnum,Adoxaceae,35251,species,,0,,
Viburnum dentatum,Viburnum dentatum,Viburnum dentatum,Viburnum,Adoxaceae,35251,species,,0,,
Viburnum dilatatum,Viburnum dilatatum,Viburnum dilatatum,Viburnum,Adoxaceae,505677,species,,0,,
Viburnum lentago,Viburnum lentago,Viburnum lentago,Viburnum,Adoxaceae,35266,species,,0,,
Possumhaw viburnum,Possumhaw viburnum,Viburnum nudum,Viburnum,Adoxaceae,35252,species,,0,,
Viburnum nudum,Viburnum nudum,Viburnum nudum,Viburnum,Adoxaceae,35252,species,,0,,
Viburnum plicatum,Viburnum plicatum,Viburnum plicatum,Viburnum,Adoxaceae,35272,species,,0,,
Blackhaw,Blackhaw,Viburnum prunifolium,Viburnum,Adoxaceae,35253,species,,0,,
Viburnum rufidulum,Viburnum rufidulum,Viburnum rufidulum,Viburnum,Adoxaceae,35274,species,,0,,
Viburnum cassinoide,Viburnum cassinoide,Viburnum nudum,Viburnum,Adoxaceae,35252,species,,0,,
Viburnum trilobum,Viburnum trilobum,Viburnum opulus,Viburnum,Adoxaceae,35270,species,,0,,
Canyon grape,Canyon grape,Vitis arizonica,Vitis,Vitaceae,28612,species,,0,,
Wisteria,Wisteria,Wisteria,Wisteria,Fabaceae,27019,genus,,0,,
Japanese zelkova,Japanese zelkova,Zelkova serrata,Zelkova,Ulmaceae,505790,species,,0,,
Zelkova serrata,Zelkova serrata,Zelkova serrata,Zelkova,Ulmaceae,505790,species,,0,,
Birch spp.,Birch,Betula,Betula,Betulaceae,19478,genus,,0,,
N/A,NA,NA,NA,NA,NA,NA,,0,,
Elm spp.,Elm,Ulmus,Ulmus,Ulmaceae,19048,genus,,0,,
Hop hornbeam,Hophornbeam,Ostrya,Ostrya,Betulaceae,19508,genus,,0,,
Dogwood spp.,Dogwood,Cornus,Cornus,Cornaceae,27798,genus,,0,,
Basswood spp.,Basswood,Tilia,Tilia,Malvaceae,21535,genus,,0,,
Honey suckle,Honeysuckle,Lonicera,Lonicera,Caprifoliaceae,35281,genus,,0,,
Hydrangeas,Hydrangea,Hydrangea,Hydrangea,Hydrangeaceae,24194,genus,,0,,
Serviceberry spp.,Serviceberry,Amelanchier,Amelanchier,Rosaceae,25108,genus,,0,,
Hackberry spp.,Hackberry,Celtis,Celtis,Cannabaceae,19039,genus,,0,,
Hickory spp.,Hickory,Carya,Carya,Juglandaceae,19223,genus,,0,1,
Cherry and plum spp.,Cherry plum,Prunus,Prunus,Rosaceae,24772,genus,,0,,
Prunus spp.,Prunus,Prunus,Prunus,Rosaceae,24772,genus,,0,,
Vaccinium spp,Vaccinium,Vaccinium,Vaccinium,Ericaceae,23571,genus,,0,,
Rhododendron sp,Rhododendron,Rhododendron,Rhododendron,Ericaceae,23700,genus,,0,,
White fir,White fir,Abies concolor,Abies,Pinaceae,181826,species,,1,,
Maple spp.,Maple,Acer,Acer,Sapindaceae,28727,genus,,0,,
Oak spp.,Oak,Quercus,Quercus,Fagaceae,19276,genus,,0,,
Quercus spp.,Quercus,Quercus,Quercus,Fagaceae,19276,genus,,0,,
White-cedar spp.,White-cedar,Chamaecyparis thyoides,Chamaecyparis,Cupressaceae,18046,species,,0,,
Magnolia spp.,Magnolia,Magnolia,Magnolia,Magnoliaceae,18069,genus,,0,,
Ironwood,Ironwood,Olneya tesota,Olneya,Fabaceae,26808,species,,0,,
Blueberry vaccinium sp.,Blueberry,Vaccinium,Vaccinium,Ericaceae,23571,genus,,0,,
Maple leaf viburnum,Mapleleaf viburnum,Viburnum acerifolium,Viburnum,Adoxaceae,35255,species,,0,,
Hawthorn spp.,Hawthorn,Crataegus,Crataegus,Rosaceae,24539,genus,,0,,
Willow spp.,Willow,Salix,Salix,Salicaceae,22476,genus,,0,,
Red osier dogwood,Redosier dogwood,Cornus sericea,Cornus,Cornaceae,501637,species,,0,,
Apple spp.,Apple,Malus,Malus,Rosaceae,25254,genus,,0,,
Simplocos tinctoria,Symplocos tinctoria,Symplocos tinctoria,Symplocos,Symplocaceae,23878,species,,0,,
Walnut spp.,Walnut,Juglans,Juglans,Juglandaceae,19248,genus,,0,1,
Hop-hornbeam,Hophornbeam,Ostrya,Ostrya,Betulaceae,19508,genus,,0,,
Red-osier dogwood,Redosier dogwood,Cornus sericea,Cornus,Cornaceae,501637,species,,0,,
Ulmus sp.,Elm,Ulmus,Ulmus,Ulmaceae,19048,genus,,0,,
American yellowwood,Yellowwood,Cladrastis kentukea,Cladrastis,Fabaceae,26539,species,,0,,
Red osier dogwood (cornus sericea),Redosier dogwood,Cornus sericea,Cornus,Cornaceae,501637,species,,0,,
Ash spp.,Ash,Fraxinus,Fraxinus,Oleaceae,32928,genus,,0,1,
Alder spp.,Alder,Alnus,Alnus,Betulaceae,19466,genus,,0,,
Unknown,NA,NA,NA,NA,NA,NA,,NA,,
Buckeye spp.,Buckeye,Aesculus,Aesculus,Sapindaceae,28714,genus,,0,,
Beech spp.,Beech,Fagus,Fagus,Fagaceae,19461,genus,,0,,
Rhododendron spp.,Rhododendron,Rhododendron,Rhododendron,Ericaceae,23700,genus,,0,,
Clerya spp.,Clerya,Unknown,Unknown,NA,NA,genus,possibly Cleyera?,0,,
Camellia spp.,Camellia,Camellia,Camellia,Theaceae,500689,genus,,0,,
Catalpa spp.,Catalpa,Catalpa,Catalpa,Bignoniaceae,34312,genus,,0,,
Azalea spp.,Azalea,Rhododendron,Rhododendron,Ericaceae,23700,genus,,0,,
Symplocos tinctotria,Symplocos tinctoria,Symplocos tinctoria,Symplocos,Symplocaceae,23878,species,,0,,
Pear tree,Pear,Pyrus,Pyrus,Rosaceae,25294,genus,,0,,
Sweet gum,Sweetgum,Liquidambar,Liquidambar,Altingiaceae,19026,species,,0,,
Sumac?,Sumac,Rhus,Rhus,Anacardiaceae,28772,genus,,0,1,
Sumac spp.,Sumac,Rhus,Rhus,Anacardiaceae,28772,genus,,0,1,
Mulberry spp.,Mulberry,Morus,Morus,Moraceae,19064,genus,,0,,
Quihoui???,Waxyleaf privet,Ligustrum quihoui,Ligustrum,Oleaceae,32978,species,,0,,
Olive quihoui??,Waxyleaf privet,Ligustrum quihoui,Ligustrum,Oleaceae,32978,species,,0,,
Privet spp.,Privet,Ligustrum,Ligustrum,Oleaceae,32973,genus,,0,,
Bush honeysuckle (caprifoliaceae family),Bush honeysuckle,Diervilla,Diervilla,Diervillaceae,35309,genus,,0,,
Box elder (acer negundo),Boxelder,Acer negundo,Acer,Sapindaceae,28749,species,,0,1,
Sycamore spp.,Sycamore,Platanus,Platanus,Platanaceae,19019,genus,,0,,
Calycanthus sp.,Calycanthus,Calycanthus,Calycanthus,Calycanthaceae,18139,genus,,0,,
Blueberry spp.,Blueberry,Vaccinium,Vaccinium,Ericaceae,23571,genus,,0,,
Boxelder maple,Boxelder maple,Acer negundo,Acer,Sapindaceae,28749,species,,0,1,
California-laurel,California laurel,Umbellularia,Umbellularia,Lauraceae,18207,species,,0,,
Viburnum spp.,Viburnum,Viburnum,Viburnum,Adoxaceae,35249,genus,,0,,
American witch-hazel,American witchhazel,Hamamelis virginiana,Hamamelis,Hamamelidaceae,19033,species,,0,,
Hawthorn sp.,Hawthorn,Crataegus,Crataegus,Rosaceae,24539,genus,,0,,
8,NA,NA,NA,NA,NA,NA,,0,,
9,NA,NA,NA,NA,NA,NA,,0,,
Viburnum sp,Viburnum,Viburnum,Viburnum,Adoxaceae,35249,genus,,0,,
Persimmon spp.,Persimmon,Diospyros,Diospyros,Ebenaceae,23853,genus,,0,,
Crab apple sp,Apple,Malus,Malus,Rosaceae,25254,genus,,0,,
Yew spp.,Yew,Taxus,Taxus,Taxaceae,194882,genus,,1,,
Honeysuckle spp.,Honeysuckle,Lonicera,Lonicera,Caprifoliaceae,35281,genus,,0,,
Burr oak,Bur oak,Quercus macrocarpa,Quercus,Fagaceae,19287,species,,0,,
Buxus spp.,Buxus,Buxus,Buxus,Buxaceae,28022,genus,,0,,
Yaupon,Yaupon,Ilex vomitoria,Ilex,Aquifoliaceae,27986,species,,0,,
Pear spp.,Pear,Pyrus,Pyrus,Rosaceae,25294,genus,,0,,
Ficus spp.,Ficus,Ficus,Ficus,Moraceae,19081,genus,,0,,
Carpinus spp.,Carpinus,Carpinus,Carpinus,Betulaceae,19503,genus,,0,,
Feijoa sellowiana,Acca sellowiana,Acca sellowiana,Acca,Myrtaceae,834974,species,,0,,
Olea spp.,Olea,Olea,Olea,Oleaceae,32989,genus,,0,,
Osmanthus fragrans,Osmanthus fragrans,Osmanthus fragrans,Osmanthus,Oleaceae,505977,species,,0,,
Illicium spp.,Illicium,Illicium,Illicium,Schisandraceae,18082,genus,,0,,
Magnolia figo,Magnolia figo,Magnolia figo,Magnolia,NA,NA,species,according to Global Names Resolver it's recognized in databases like Open Tree of Life Reference Taxonomy,0,,
Asimina spp.,Asimina,Asimina,Asimina,Annonaceae,18108,genus,,0,,
Eastern sweet shrub,Eastern sweetshrub,Calycanthus floridus,Calycanthus,Calycanthaceae,18142,species,,0,,
Lilac spp.,Lilac,Syringa,Syringa,Oleaceae,32994,genus,,0,,
Virburnum,Viburnum,Viburnum,Viburnum,Adoxaceae,35249,genus,,0,,
Gardenia spp.,Gardenia,Gardenia,Gardenia,Rubiaceae,35159,genus,,0,,
Forsythia spp.,Forsythia,Forsythia,Forsythia,Oleaceae,32961,genus,,0,,
Carolina laurel cherry,Carolina laurelcherry,Prunus caroliniana,Prunus,Rosaceae,24771,species,,0,,
White spruce,White spruce,Picea glauca,Picea,Pinaceae,183295,species,,1,,
Cherry spp.,Cherry,Prunus,Prunus,Rosaceae,24762,genus,,0,,
Amelanchier alnifolia,Amelanchier alnifolia,Amelanchier alnifolia,Amelanchier,Rosaceae,25109,species,,0,,
Green alder,Green alder,Alnus viridis,Alnus,Betulaceae,181892,species,,0,,
Buxus sempervirens,Buxus sempervirens,Buxus sempervirens,Buxus,Buxaceae,501097,species,,0,,
Euonymus japonicus,Euonymus japonicus,Euonymus japonicus,Euonymus,Celastraceae,894987,species,,0,,
Nerium oleander,Nerium oleander,Nerium oleander,Nerium,Apocynaceae,30184,species,,0,,
Viburnum tinus,Viburnum tinus,Viburnum tinus,Viburnum,Adoxaceae,505680,species,,0,,
Nothoscordum gracile (onionweed),Nothoscordum gracile,Nothoscordum gracile,Nothoscordum,Amaryllidaceae,503967,species,,0,,
Texas sophora,Styphnolobium affine,Styphnolobium affine,Styphnolobium,Fabaceae,820256,species,,0,,
Lombardy poplar,Lombardy's poplar,Populus nigra,Populus,Salicaceae,22468,species,,0,,
Yucca rostrata,Yucca rostrata,Yucca rostrata,Yucca,Asparagaceae,43150,species,,0,,60
American beautyberry,American beautyberry,Callicarpa americana,Callicarpa,Lamiaceae,32144,species,,0,,
Carolina cherry laurel,Carolina laurelcherry,Prunus caroliniana,Prunus,Rosaceae,24771,species,,0,,
Gum bumelia,Gum bully,Sideroxylon lanuginosum,Sideroxylon,Sapotaceae,505219,species,,0,,
Leatherleaf mahonia,Beale's barberry,Berberis bealei,Berberis,Berberidaceae,509499,species,,0,,
Stretchberry,Stretchberry,Forestiera pubescens,Forestiera,Oleaceae,32957,species,,0,,
Chinese holly,Chinese holly,Ilex cornuta,Ilex,Aquifoliaceae,503155,species,,0,,
Heavenly bamboo,Heavenly bamboo,Nandina domestica,Nandina,Berberidaceae,18848,species,,0,,
Groundsel tree,Eastern baccharis,Baccharis halimifolia,Baccharis,Asteraceae,35682,species,,0,,
Chinese privet,Chinese privet,Ligustrum sinense,Ligustrum,Oleaceae,32979,species,,0,,
Fishpole bamboo,Golden bamboo,Phyllostachys aurea,Phyllostachys,Poaceae,42023,species,,0,,
Japanese spindle tree,Japanese spindletree,Euonymus japonicus,Euonymus,Celastraceae,894987,species,,0,,
Common gardenia,Common gardenia,Gardenia volkensii,Gardenia,Rubiaceae,845972,species,,0,,
Tree privet,Tree privet,Ligustrum lucidum,Ligustrum,Oleaceae,503450,species,,0,,
Reeves spiraea,Reeve's meadowsweet,Spiraea cantoniensis,Spiraea,Rosaceae,505334,species,,0,,
Buttonwood-mangrove,Button mangrove,Conocarpus erectus,Conocarpus,Combretaceae,27766,species,,0,,
Strawberry bush,Strawberry bush,Euonymus americanus,Euonymus,Celastraceae,27947,species,,0,,
Winged eonymous,Winged euonymus,Euonymus alatus,Euonymus,Celastraceae,27946,species,,0,,
Viburnum rhytidophyllum,Viburnum rhytidophyllum,Viburnum rhytidophyllum,Viburnum,Adoxaceae,505679,species,,0,,
Silver poplar,White poplar,Populus alba,Populus,Salicaceae,22451,species,,0,,
Mountain maple,Mountain maple,Acer spicatum,Acer,Sapindaceae,28758,species,,0,,
Carolina laurelcherry,Carolina laurelcherry,Prunus caroliniana,Prunus,Rosaceae,24771,species,,0,,
Bigleaf snowbell,Bigleaf snowbell,Styrax grandifolius,Styrax,Styracaceae,505399,species,,0,,
American sweetgum,American sweetgum,Liquidambar styraciflua,Liquidambar,Altingiaceae,19027,species,,0,,
Sweetbay magnolia,Sweetbay,Magnolia virginiana,Magnolia,Magnoliaceae,18070,species,,0,,
Prunus spp. (apricot),Prunus,Prunus,Prunus,Rosaceae,24762,genus,,0,,
Prunus spp. (cherry),Prunus,Prunus,Prunus,Rosaceae,24762,genus,,0,,
Punica spp.,Punica,Punica,Punica,Lythraceae,27277,genus,,0,,
Camptotheca spp.,Camptotheca,Camptotheca,Camptotheca,Nyssaceae,500635,species,,0,,
Viburnum awabuki,Sweet arrowwood,Viburnum odoratissimum,Viburnum,Adoxaceae,505678,species,,0,,
Eriobotrya japonica,Eriobotrya japonica,Eriobotrya japonica,Eriobotrya,Rosaceae,502403,species,,0,,
Silverbell spp.,Silverbell,Halesia,Halesia,Styracaceae,23863,species,,0,,
Black haw,Black haw,Viburnum prunifolium,Viburnum,Adoxaceae,35253,species,,0,,
Pussy willow,Pussy willow,Salix discolor,Salix,Salicaceae,22524,species,,0,,
Prunus spp.(plum),Prunus,Prunus,Prunus,Rosaceae,24762,genus,,0,,
Cockspur hawthorn,Cockspur hawthorn,Crataegus crus-galli,Crataegus,Rosaceae,24552,species,,0,,
Honey locust,Honey locust,Gleditsia triacanthos,Gleditsia,Fabaceae,26714,species,,0,,
Winged euonymus,Winged euonymus,Euonymus alatus,Euonymus,Celastraceae,27946,species,,0,,
Prunus laurocerasus,Prunus laurocerasus,Prunus laurocerasus,Prunus,Rosaceae,24786,species,,0,,
Japanese cherry,Japanese flowering cherry,Prunus serrulata,Prunus,Rosaceae,506233,species,,0,,
Alnus crispa,Alnus viridis ssp. crispa,Alnus viridis ssp. crispa,Alnus,Betulaceae,181894,species,,0,,
Rosa acicularis,Rosa acicularis,Rosa acicularis,Rosa,Rosaceae,24812,species,,0,,
Rubus idaeus,Rubus idaeus,Rubus idaeus,Rubus,Rosaceae,24947,species,,0,,
Lonicera involucrata,Lonicera involucrata,Lonicera involucrata,Lonicera,Caprifoliaceae,35297,species,,0,,
Franklin tree,Franklin tree,Franklinia alatamaha,Franklinia,Theaceae,21384,species,,0,,
Crepe myrtle spp.,Crepe myrtle,Lagerstroemia,Lagerstroemia,Lythraceae,27109,genus,,0,,
Prunus salicina,Prunus salicina,Prunus salicina,Prunus,Rosaceae,506232,species,,0,,
Tilia tomentosa,Tilia tomentosa,Tilia tomentosa,Tilia,Malvaceae,845764,species,,0,,
Ulmus carpinifolia,Ulmus procera,Ulmus procera,Ulmus,Ulmaceae,19056,species,,0,,
Pitch pine,Pitch pine,Pinus rigida,Pinus,Pinaceae,183376,species,,1,,
Sassafras spp.,Sassafras,Sassafras,Sassafras,Lauraceae,18157,genus,,0,,
Cedar elm,Cedar elm,Ulmus crassifolia,Ulmus,Ulmaceae,19052,species,,0,,
Loblolly pine,Loblolly pine,Pinus taeda,Pinus,Pinaceae,18037,species,,1,,
Prickly ash,Pricklyash,Zanthoxylum,Zanthoxylum,Rutaceae,28849,species,,0,,
Fremont cottonwood,Fremont's cottonwood,Populus fremontii,Populus,Salicaceae,22459,species,,0,,
Rosa spp.,Rosa,Rosa,Rosa,Rosaceae,24807,genus,,0,,
Cypress spp.,Cypress,Cupressus,Cupressus,Cupressaceae,183455,genus,,0,,
Elderberry spp.,Elderberry,Sambucus,Sambucus,Adoxaceae,35315,genus,,0,,
Eastern cottonwood,Eastern cottonwood,Populus deltoides,Populus,Salicaceae,22445,species,,0,,
"Azalea, rhododendron spp.",Rhododendron,Rhododendron,Rhododendron,Ericaceae,23700,genus,,0,,
Post oak,Post oak,Quercus stellata,Quercus,Fagaceae,19422,species,,0,,
Shortleaf pine,Shortleaf pine,Pinus echinata,Pinus,Pinaceae,183335,species,,1,,
Syringa vulgaris,Syringa vulgaris,Syringa vulgaris,Syringa,Oleaceae,32996,species,,0,,
Horse chestnut,Horse chestnut,Aesculus hippocastanum,Aesculus,Sapindaceae,28721,species,,0,1,
Arizona white oak,Arizona white oak,Quercus arizonica,Quercus,Fagaceae,19292,species,,0,,
Norway spruce,Norway spruce,Picea abies,Picea,Pinaceae,183289,species,,1,,
Shining willow,Shining willow,Salix lucida,Salix,Salicaceae,22554,species,,0,,
Myrobalan plum,Myrobalan plum,Prunus cerasifera,Prunus,Rosaceae,24772,species,,0,,
Magnolia kobus,Magnolia kobus,Magnolia kobus,Magnolia,Magnoliaceae,895295,species,,0,,
Prunus serulata (japanese cherry blossom),Prunus serrulata,Prunus serrulata,Prunus,Rosaceae,506233,species,,0,,
Prunus sargentii,Prunus sargentii,Prunus sargentii,Prunus,NA,NA,species,according to Global Names Resolver it's recognized in databases like The International Plant Names Index,0,,
Amelanchier,Amelanchier,Amelanchier,Amelanchier,Rosaceae,25108,genus,,0,,
Prunus rosaceae,Prunus,Prunus,Prunus,Rosaceae,24762,genus,,0,,
Staghorn sumac,Staghorn sumac,Rhus typhina,Rhus,Anacardiaceae,28777,species,,0,1,
Cottonwood and poplar spp.,Populus,Populus,Populus,Salicaceae,22444,genus,,0,,
Buckthorn spp.,Buckthorn,Rhamnus,Rhamnus,Rhamnaceae,28561,genus,,0,,
Quercus hemispherica,Quercus hemisphaerica,Quercus hemisphaerica,Quercus,Fagaceae,195108,species,,0,,
Prunus umbellata,Prunus umbellata,Prunus umbellata,Prunus,Rosaceae,24805,species,,0,,
Ilex ambigua,Ilex ambigua,Ilex ambigua,Ilex,Aquifoliaceae,27987,species,,0,,
Hibiscus coccineus albus,Hibiscus coccineus,Hibiscus coccineus,Hibiscus,Malvaceae,21625,species,,0,,
Quercus nuttallii,Quercus texana,Quercus texana,Quercus,Fagaceae,195188,species,,0,,
Hibiscus moscheutos,Hibiscus moscheutos,Hibiscus moscheutos,Hibiscus,Malvaceae,21612,species,,0,,
Eastern redcedar,Eastern redcedar,Juniperus virginiana,Juniperus,Cupressaceae,18048,species,,1,,
Southern arrowwood,Southern arrowwood,Viburnum dentatum,Viburnum,Adoxaceae,35251,species,,0,,
Cucumbertree,Cucumbertree,Magnolia acuminata,Magnolia,Magnoliaceae,18071,species,,0,,40
Redcedar/juniper spp.,Juniperus,Juniperus,Juniperus,Cupressaceae,18047,genus,,1,,
Red pine,Red pine,Pinus resinosa,Pinus,Pinaceae,183375,species,,1,,
Witch-hazel,Witch hazel,Hamamelidaceae,Hamamelidaceae,Hamamelidaceae,19025,genus,,0,,
Winged sumac,Winged sumac,Rhus copallinum,Rhus,Anacardiaceae,504754,species,,0,1,
Lonicera sempervirens,Lonicera sempervirens,Lonicera sempervirens,Lonicera,Caprifoliaceae,35303,species,,0,,
Water hickory,Water hickory,Carya aquatica,Carya,Juglandaceae,845188,species,,0,,
Blackgum tupelo,Blackgum,Nyssa sylvatica,Nyssa,Nyssaceae,27821,species,,0,,
Yaupon holly,Yaupon,Ilex vomitoria,Ilex,Aquifoliaceae,27986,species,,0,,
Chastetree,Chastetree,Vitex,Vitex,Lamiaceae,32220,genus,,0,,
Duranta,Duranta,Duranta,Duranta,Verbenaceae,32168,genus,,0,,
Golden thryallis,Galphimia glauca,Galphimia glauca,Galphimia,Malpighiaceae,847560,species,,0,,
Lantana,Lantana,Lantana,Lantana,Verbenaceae,32173,genus,,0,,
Southern red cedar,Southern red-cedar,Juniperus virginiana var. silicicola,Juniperus,NA,528648,species,,1,,
Cabbage palmetto,Cabbage palmetto,Sabal palmetto,Sabal,Arecaceae,42506,species,,0,,80
Silverberry,Silverberry,Elaeagnus commutata,Elaeagnus,Elaeagnaceae,27771,species,,0,,
Loropetalum,Loropetalum,Loropetalum,Loropetalum,NA,NA,genus,according to Global Names Resolver it's recognized in databases like Open Tree of Life Reference Taxonomy,0,,
Chinese elm,Chinese elm,Ulmus parvifolia,Ulmus,Ulmaceae,19055,species,,0,,
Windy salvia,Salvia,Salvia,Salvia,Lamiaceae,32680,genus,a hybrid I believe,0,,
Eastern baccharis,Eastern baccharis,Baccharis halimifolia,Baccharis,Asteraceae,35682,species,,0,,
Pine spp.,Pine,Pinus,Pinus,Pinaceae,18035,genus,,1,,
Nannyberry,Nannyberry,Viburnum lentago,Viburnum,Adoxaceae,35266,species,,0,,
Hophornbeam spp.,Hophornbeam,Ostrya,Ostrya,Betulaceae,19508,genus,,0,,
Tree of heaven,Tree of heaven,Ailanthus altissima,Ailanthus,Simaroubaceae,28827,species,,0,1,
Tupelo spp.,Tupelo,Nyssa,Nyssa,Nyssaceae,27820,genus,,0,,
Hazelnut spp.,Hazelnut,Corylus,Corylus,Betulaceae,19505,genus,,0,,
Fringetree spp.,Fringetree,Chionanthus,Chionanthus,Oleaceae,32948,genus,,0,,
Spicebush spp.,Spicebush,Lindera,Lindera,Lauraceae,18146,genus,,0,,
Bebb willow,Bebb's willow,Salix bebbiana,Salix,Salicaceae,22507,species,,0,,
Dpwny arrowwood,Downy arrowwood,Viburnum rafinesqueanum,Viburnum,Adoxaceae,823482,species,,0,,
